fundname,fundid,fundtype,fundcompany,fundsize,todayestnav,yestnav,accumnav,todayrate,weekrate,monthrate,threemonthrate,sixmonthrate,fromthisyearrate,yearrate,twoyearrate,threeyearrate,industry1,industry1ratio,industry2,industry2ratio,category,date
安信一带一路分级A,150275,固定收益,安信基金,5.70亿,1.0111,1.0110,1.1320,0.01,0.10,0.40,1.10,2.15,0.90,4.47,9.18,0,制造业,46.34%,建筑业,21.56%,净值型,2018-03-16
中融一带一路分级A,150265,固定收益,中融基金,2.61亿,1.0142,1.0140,1.1610,0.02,0.10,0.50,1.40,2.76,1.20,5.50,11.36,0,制造业,51.68%,建筑业,24.27%,净值型,2018-03-16
国联安主题驱动混合,257050,混合型,国联安基金,1.28亿,1.4755,1.4889,1.4889,-0.90,1.18,3.88,2.13,11.53,0.51,19.98,11.86,4.26,制造业,63.61%,金融业,9.65%,净值型,2018-03-16
国联安优势混合,257030,混合型,国联安基金,3.84亿,1.2689,1.2740,2.0860,-0.40,0.39,4.17,5.84,10.69,2.08,14.18,44.29,47.61,制造业,58.38%,房地产业,16.16%,净值型,2018-03-16
华宝中证1000指数分级A,150263,固定收益,华宝基金,0.72亿,1.0064,1.0062,1.1558,0.02,0.11,0.44,1.36,2.70,1.12,5.50,11.29,0,制造业,59.57%,信息传输、软件和信息技术服务业,8.90%,净值型,2018-03-16
招商中证银行指数分级B,150250,分级杠杆,招商基金,2.65亿,1.0517,1.0710,1.0710,-1.80,-2.28,-3.69,7.53,8.40,4.18,32.39,74.71,0,金融业,94.52%,文化、体育和娱乐业,0.06%,净值型,2018-03-16
招商中证煤炭等权指数分级A,150251,固定收益,招商基金,5.22亿,1.0111,1.0110,1.1310,0.01,0.10,0.30,1.10,2.18,0.90,4.50,9.22,0,采矿业,70.15%,制造业,21.68%,净值型,2018-03-16
招商中证煤炭等权指数分级B,150252,分级杠杆,招商基金,5.22亿,1.1945,1.2370,0.4000,-3.44,1.23,2.91,3.78,-24.76,-5.28,-1.12,42.02,0,采矿业,70.15%,制造业,21.68%,净值型,2018-03-16
招商中证银行指数分级A,150249,固定收益,招商基金,2.65亿,1.0111,1.0110,1.1310,0.01,0.10,0.30,1.10,2.17,0.90,4.50,9.21,0,金融业,94.52%,文化、体育和娱乐业,0.06%,净值型,2018-03-16
富国中证银行指数分级B,150242,分级杠杆,富国基金,6.44亿,1.0963,1.1150,1.1150,-1.67,-2.87,-3.63,6.39,7.42,3.62,25.99,59.51,0,金融业,90.80%,制造业,0.08%,净值型,2018-03-16
鹏华环保分级A,150237,固定收益,鹏华基金,1.38亿,1.0171,1.0170,1.1280,0.01,0.10,0.39,1.09,2.29,0.89,4.50,9.43,0,制造业,59.49%,电力、热力、燃气及水生产和供应业,15.03%,净值型,2018-03-16
鹏华互联网分级A,150245,固定收益,鹏华基金,1.52亿,1.0171,1.0170,1.1280,0.01,0.10,0.39,1.09,2.29,0.89,4.50,9.39,0,制造业,62.52%,信息传输、软件和信息技术服务业,15.95%,净值型,2018-03-16
富国中证银行指数分级A,150241,固定收益,富国基金,6.44亿,1.0111,1.0110,1.1350,0.01,0.10,0.40,1.10,2.18,0.90,4.50,9.21,0,金融业,90.80%,制造业,0.08%,净值型,2018-03-16
工银中证传媒指数分级A,150247,固定收益,工银瑞信基金,2.09亿,1.0110,1.0108,1.1597,0.02,0.10,0.43,1.34,2.71,1.11,5.56,11.35,0,信息传输、软件和信息技术服务业,57.96%,文化、体育和娱乐业,24.02%,净值型,2018-03-16
鹏华证券分级B,150236,分级杠杆,鹏华基金,7.13亿,0.5857,0.6050,0.1300,-3.18,0.50,7.84,-16.67,-37.95,-10.50,-31.95,-21.02,0,金融业,94.24%,制造业,0.07%,净值型,2018-03-16
鹏华环保分级B,150238,分级杠杆,鹏华基金,1.38亿,1.1008,1.1070,0.3610,-0.56,1.56,16.16,-10.15,-17.70,-9.56,-11.79,28.87,0,制造业,59.49%,电力、热力、燃气及水生产和供应业,15.03%,净值型,2018-03-16
工银中证传媒指数分级B,150248,分级杠杆,工银瑞信基金,2.09亿,0.6281,0.6374,0.0313,-1.45,5.41,27.84,-1.57,-30.47,4.51,-58.82,-68.43,0,信息传输、软件和信息技术服务业,57.96%,文化、体育和娱乐业,24.02%,净值型,2018-03-16
鹏华证券分级A,150235,固定收益,鹏华基金,7.13亿,1.0171,1.0170,1.1340,0.01,0.10,0.39,1.09,2.29,0.89,4.50,9.29,0,金融业,94.24%,制造业,0.07%,净值型,2018-03-16
鹏华互联网分级B,150246,分级杠杆,鹏华基金,1.52亿,1.1434,1.1750,0.2370,-2.69,5.10,24.34,0.95,2.98,4.54,8.10,24.73,0,制造业,62.52%,信息传输、软件和信息技术服务业,15.95%,净值型,2018-03-16
鹏华创业板分级A,150243,固定收益,鹏华基金,4.18亿,1.0131,1.0130,1.1280,0.01,0.10,0.40,1.10,2.18,0.90,4.50,9.19,0,制造业,46.81%,信息传输、软件和信息技术服务业,22.51%,净值型,2018-03-16
鹏华银行分级B,150228,分级杠杆,鹏华基金,50.60亿,0.9119,0.9290,0.9290,-1.84,-2.62,-4.52,6.54,5.21,3.68,26.05,56.66,0,金融业,94.76%,制造业,0.01%,净值型,2018-03-16
富国中证全指证券公司分级B,150224,分级杠杆,富国基金,35.39亿,0.6732,0.6920,0.0800,-2.71,0.73,6.79,-15.61,-36.46,-10.01,-32.55,-25.67,0,金融业,90.24%,制造业,0.01%,净值型,2018-03-16
鹏华银行分级A,150227,固定收益,鹏华基金,50.60亿,1.0171,1.0170,1.1360,0.01,0.10,0.39,1.09,2.29,0.89,4.50,9.18,0,金融业,94.76%,制造业,0.01%,净值型,2018-03-16
博时中证800证券保险分级A,150225,固定收益,博时基金,2.13亿,1.0143,1.0142,1.1518,0.01,0.09,0.39,1.23,2.44,1.01,5.00,10.24,0,金融业,94.55%,制造业,0.04%,净值型,2018-03-16
鹏华酒分级A,150229,固定收益,鹏华基金,3.12亿,1.0131,1.0130,1.1350,0.01,0.10,0.40,1.10,2.18,0.90,4.50,9.20,0,制造业,94.70%,信息传输、软件和信息技术服务业,0.01%,净值型,2018-03-16
前海开源健康分级B,150220,分级杠杆,前海开源基金,4.20亿,0.8860,0.8940,0.8940,-0.89,-0.56,13.89,-7.55,-9.33,-8.40,-11.66,12.31,0,制造业,52.95%,农、林、牧、渔业,13.91%,净值型,2018-03-16
国泰深证TMT50指数分级B,150216,分级杠杆,国泰基金,2.44亿,1.3834,1.4217,0.4287,-2.69,4.20,20.97,0.44,6.83,2.80,31.40,47.69,0,制造业,60.11%,信息传输、软件和信息技术服务业,24.36%,净值型,2018-03-16
富国中证全指证券公司分级A,150223,固定收益,富国基金,35.39亿,1.0142,1.0140,1.1760,0.02,0.10,0.40,1.40,2.85,1.10,6.00,12.25,0,金融业,90.24%,制造业,0.01%,净值型,2018-03-16
前海开源中航军工B,150222,分级杠杆,前海开源基金,57.16亿,1.1824,1.1970,0.2070,-1.22,0.34,21.03,-51.92,-63.08,-44.28,-74.94,-72.25,0,制造业,86.45%,信息传输、软件和信息技术服务业,4.62%,净值型,2018-03-16
前海开源健康分级A,150219,固定收益,前海开源基金,4.20亿,1.0122,1.0120,1.1820,0.02,0.10,0.50,1.49,2.95,1.20,6.00,12.36,0,制造业,52.95%,农、林、牧、渔业,13.91%,净值型,2018-03-16
交银国证新能源指数分级A,150217,固定收益,交银施罗德基金,5.67亿,1.0091,1.0090,1.1510,0.01,0.10,0.40,1.08,2.26,0.89,4.49,10.08,0,制造业,80.95%,电力、热力、燃气及水生产和供应业,5.19%,净值型,2018-03-16
国泰深证TMT50指数分级A,150215,固定收益,国泰基金,2.44亿,1.0090,1.0089,1.1395,0.01,0.09,0.36,1.10,2.21,0.92,4.50,9.20,0,制造业,60.11%,信息传输、软件和信息技术服务业,24.36%,净值型,2018-03-16
国投瑞银中证创业指数分级B,150214,分级杠杆,国投瑞银基金,3.95亿,1.1807,1.2070,0.2320,-2.17,3.43,15.95,-35.07,-51.91,-33.20,-46.71,-29.97,0,制造业,48.67%,信息传输、软件和信息技术服务业,9.72%,净值型,2018-03-16
富国中证新能源汽车指数分级A,150211,固定收益,富国基金,32.76亿,1.0121,1.0120,1.1550,0.01,0.10,0.40,1.20,2.47,1.00,5.00,10.25,0,制造业,88.27%,交通运输、仓储和邮政业,1.20%,净值型,2018-03-16
前海开源中航军工A,150221,固定收益,前海开源基金,57.16亿,1.0072,1.0070,1.2010,0.02,0.20,0.60,1.65,3.21,1.37,6.57,13.50,0,制造业,86.45%,信息传输、软件和信息技术服务业,4.62%,净值型,2018-03-16
富国中证国企改革指数分级B ,150210,分级杠杆,富国基金,105.52亿,0.8614,0.8770,1.3980,-1.78,0.34,6.30,-0.34,1.04,-3.84,12.29,57.45,-53.49,水利、环境和公共设施管理业,0.00%,,,净值型,2018-03-16
招商沪深300地产指数分级A,150207,固定收益,招商基金,0.81亿,1.0111,1.0110,1.1620,0.01,0.10,0.30,1.10,2.17,0.90,4.50,9.21,15.23,房地产业,84.46%,建筑业,5.64%,净值型,2018-03-16
国投瑞银中证创业指数分级A,150213,固定收益,国投瑞银基金,3.95亿,1.0051,1.0050,1.1680,0.01,0.10,0.40,1.20,2.47,1.00,5.00,10.36,0,制造业,48.67%,信息传输、软件和信息技术服务业,9.72%,净值型,2018-03-16
富国中证国企改革指数分级A,150209,固定收益,富国基金,105.52亿,1.0111,1.0110,1.1580,0.01,0.10,0.40,1.10,2.18,0.90,4.50,9.20,15.24,制造业,34.29%,建筑业,12.13%,净值型,2018-03-16
鹏华中证国防指数分级A,150205,固定收益,鹏华基金,79.37亿,1.0131,1.0130,1.1650,0.01,0.10,0.40,1.10,2.22,0.90,4.55,9.26,15.46,制造业,91.63%,批发和零售业,1.40%,净值型,2018-03-16
招商中证全指证券公司B,150201,分级杠杆,招商基金,86.43亿,1.0589,1.0780,0.1320,-1.78,0.65,6.31,-38.22,-62.02,-30.28,-59.58,-55.33,-95.81,金融业,87.48%,制造业,0.01%,净值型,2018-03-16
国泰国证有色金属行业分级B,150197,分级杠杆,国泰基金,9.09亿,1.2527,1.2888,0.3928,-2.80,5.36,16.69,8.57,-19.88,-1.35,3.93,40.93,0,制造业,62.72%,采矿业,31.08%,净值型,2018-03-16
国泰国证食品饮料行业指数A,150198,固定收益,国泰基金,15.30亿,1.0110,1.0108,1.1992,0.02,0.10,0.43,1.34,2.68,1.11,5.49,11.29,18.35,制造业,93.93%,信息传输、软件和信息技术服务业,0.00%,净值型,2018-03-16
鹏华传媒分级B,150204,分级杠杆,鹏华基金,4.11亿,0.6277,0.6370,1.4770,-1.46,5.81,30.27,-1.39,-23.07,4.43,-39.16,-41.99,-87.81,信息传输、软件和信息技术服务业,56.56%,文化、体育和娱乐业,24.42%,净值型,2018-03-16
富国中证移动互联网指数分级A,150194,固定收益,富国基金,13.11亿,1.0111,1.0110,1.1750,0.01,0.10,0.40,1.10,2.25,0.90,4.50,9.20,15.15,制造业,57.52%,信息传输、软件和信息技术服务业,19.83%,净值型,2018-03-16
招商中证全指证券公司A,150200,固定收益,招商基金,86.43亿,1.0041,1.0040,1.1670,0.01,0.10,0.40,1.13,2.21,0.93,4.53,9.25,15.47,金融业,87.48%,制造业,0.01%,净值型,2018-03-16
鹏华中证国防指数分级B,150206,分级杠杆,鹏华基金,79.37亿,0.6389,0.6490,1.1680,-1.56,-1.67,33.27,-24.53,-35.10,-16.58,-67.57,-59.59,-93.41,制造业,91.63%,批发和零售业,1.40%,净值型,2018-03-16
鹏华传媒分级A ,150203,固定收益,鹏华基金,4.11亿,1.0131,1.0130,1.1600,0.01,0.10,0.40,1.10,2.18,0.90,4.50,9.20,15.36,信息传输、软件和信息技术服务业,56.56%,文化、体育和娱乐业,24.42%,净值型,2018-03-16
鹏华地产分级A,150192,固定收益,鹏华基金,2.75亿,1.0091,1.0090,1.1750,0.01,0.10,0.30,1.09,2.17,0.90,4.50,9.20,15.38,房地产业,90.27%,建筑业,1.47%,净值型,2018-03-16
国泰国证有色金属行业分级A,150196,固定收益,国泰基金,9.09亿,1.0110,1.0108,1.1682,0.02,0.10,0.43,1.34,2.68,1.11,5.49,11.29,0,制造业,62.72%,采矿业,31.08%,净值型,2018-03-16
新华中证环保产业指数分级B,150191,分级杠杆,新华基金,1.96亿,0.9994,1.0050,0.6550,-0.55,1.52,16.72,-12.07,-21.79,-11.14,-20.80,-0.99,-54.01,制造业,59.51%,电力、热力、燃气及水生产和供应业,15.18%,净值型,2018-03-16
新华中证环保产业指数分级A,150190,固定收益,新华基金,1.96亿,1.0112,1.0110,1.2250,0.02,0.10,0.40,1.29,2.66,1.10,5.50,11.30,18.60,制造业,59.51%,电力、热力、燃气及水生产和供应业,15.18%,净值型,2018-03-16
万家和谐增长,519181,混合型,万家基金,15.74亿,0.8824,0.8880,2.3439,-0.63,0.83,6.30,7.85,0.89,7.83,21.37,41.86,68.22,房地产业,28.02%,金融业,21.00%,净值型,2018-03-16
华宝标普油气上游股票,162411,QDII-指数,华宝基金,27.56亿,0.5448,0.5420,0.5420,0.52,0.93,0.93,-4.24,4.03,-10.26,-12.44,12.92,-25.14,,,,,净值型,2018-03-16
万家上证50ETF,510680,ETF-场内,万家基金,1.40亿,2.3491,2.3680,2.3680,-0.80,-0.11,0.90,3.00,9.89,1.57,29.58,37.87,50.91,金融业,62.11%,制造业,19.78%,净值型,2018-03-16
万家新兴蓝筹灵活配置混合,519196,混合型,万家基金,4.79亿,1.2754,1.2858,1.5965,-0.81,1.40,8.06,9.84,4.23,10.20,38.47,57.58,0,房地产业,21.01%,制造业,19.37%,净值型,2018-03-16
招商可转债分级债券B,150189,分级杠杆,招商基金,0.85亿,0.6539,0.6540,1.7470,-0.01,1.08,2.99,-2.82,-26.27,2.99,-34.67,-41.53,-95.52,金融业,5.38%,制造业,4.48%,净值型,2018-03-16
万家品质,519195,混合型,万家基金,26.69亿,1.3535,1.3689,1.6889,-1.12,1.95,8.16,8.96,2.17,8.95,33.45,69.25,0,制造业,24.53%,房地产业,18.40%,净值型,2018-03-16
招商可转债分级债券A,150188,固定收益,招商基金,0.85亿,1.0111,1.0110,1.1870,0.01,0.10,0.30,1.10,2.17,0.90,4.50,9.94,16.12,金融业,5.38%,制造业,4.48%,净值型,2018-03-16
鹏华信息分级B,150180,分级杠杆,鹏华基金,3.02亿,1.4994,1.5350,2.1560,-2.32,3.72,22.90,2.95,6.16,5.94,18.90,51.23,-78.74,制造业,58.88%,信息传输、软件和信息技术服务业,35.52%,净值型,2018-03-16
鹏华信息分级A,150179,固定收益,鹏华基金,3.02亿,1.0091,1.0090,1.1960,0.01,0.10,0.40,1.09,2.17,0.90,4.50,9.20,15.32,制造业,58.88%,信息传输、软件和信息技术服务业,35.52%,净值型,2018-03-16
鹏华证券保险分级B,150178,分级杠杆,鹏华基金,13.08亿,1.3839,1.3970,2.2120,-0.94,0.22,5.04,-10.16,-14.19,-7.18,6.07,25.29,-85.67,金融业,94.70%,制造业,0.04%,净值型,2018-03-16
富国中证军工指数分级A,150181,固定收益,富国基金,113.26亿,1.0111,1.0110,1.1990,0.01,0.10,0.40,1.10,2.17,0.90,4.50,9.15,15.15,制造业,89.51%,信息传输、软件和信息技术服务业,4.21%,净值型,2018-03-16
鹏华证券保险分级A,150177,固定收益,鹏华基金,13.08亿,1.0091,1.0090,1.1960,0.01,0.10,0.30,1.09,2.17,0.90,4.50,9.20,15.37,金融业,94.70%,制造业,0.04%,净值型,2018-03-16
东吴转债A,150164,固定收益,东吴基金,0.36亿,1.0121,1.0120,1.1950,0.01,0.00,0.30,1.10,3.00,0.90,5.34,10.33,16.37,,,,,净值型,2018-03-16
信诚中证800金融指数分级B,150158,分级杠杆,中信保诚基金,10.80亿,1.0205,1.0340,2.1820,-1.31,-1.24,0.39,-0.58,-0.86,-0.19,21.93,50.29,-8.50,金融业,94.55%,制造业,0.07%,净值型,2018-03-16
信诚中证800金融指数分级A,150157,固定收益,中信保诚基金,10.80亿,1.0121,1.0120,1.2280,0.01,0.10,0.40,1.20,2.37,1.00,4.70,9.63,15.93,金融业,94.55%,制造业,0.07%,净值型,2018-03-16
信诚中证800有色指数分级A,150150,固定收益,中信保诚基金,2.77亿,1.0121,1.0120,1.2450,0.01,0.10,0.40,1.20,2.37,1.00,4.70,9.63,16.05,制造业,61.56%,采矿业,27.28%,净值型,2018-03-16
信诚中证TMT产业指数分级A,150173,固定收益,中信保诚基金,2.96亿,1.0111,1.0110,1.1620,0.01,0.10,0.30,1.10,2.18,0.90,4.50,9.22,15.30,信息传输、软件和信息技术服务业,45.30%,制造业,35.73%,净值型,2018-03-16
中欧添B,150159,分级杠杆,中欧基金,15.87亿,1.0073,1.0070,1.3420,0.03,0.10,0.50,1.41,1.72,1.31,2.34,4.68,14.49,,,,,净值型,2018-03-16
招商沪深300高贝塔分级A,150145,固定收益,招商基金,0.20亿,1.0041,1.0040,1.2640,0.01,0.10,0.40,1.21,2.38,1.01,5.01,10.27,16.90,制造业,38.06%,金融业,24.81%,净值型,2018-03-16
信诚中证800有色指数分级B,150151,分级杠杆,中信保诚基金,2.77亿,1.3886,1.4280,1.2870,-2.76,4.77,12.62,7.86,-16.83,-1.38,22.89,83.55,-54.08,制造业,61.56%,采矿业,27.28%,净值型,2018-03-16
信诚中证800医药指数分级A,150148,固定收益,中信保诚基金,2.47亿,1.0121,1.0120,1.2480,0.01,0.10,0.40,1.20,2.38,1.00,4.70,9.64,16.02,制造业,84.38%,批发和零售业,9.65%,净值型,2018-03-16
招商沪深300高贝塔分级B,150146,分级杠杆,招商基金,0.20亿,1.0934,1.1100,1.2650,-1.50,0.09,8.61,-21.49,-46.12,-21.93,-47.36,-35.19,-68.44,制造业,38.06%,金融业,24.81%,净值型,2018-03-16
国富中证100指数增强分级A,150135,固定收益,国海富兰克林基金,0.87亿,1.0101,1.0100,1.1560,0.01,0.10,0.40,1.19,2.46,1.00,5.00,10.25,0,金融业,43.33%,制造业,30.57%,净值型,2018-03-16
万家量化睿选混合,004641,混合型,万家基金,4.08亿,1.0635,1.0704,1.0704,-0.65,1.03,5.80,4.42,6.86,3.38,0,0,0,制造业,43.01%,金融业,23.88%,净值型,2018-03-16
银河沪深300成长优先,150121,固定收益,银河基金,0.16亿,1.0101,1.0100,1.2870,0.01,0.10,0.40,1.19,2.47,1.00,5.00,10.25,16.91,金融业,39.47%,制造业,34.21%,净值型,2018-03-16
国泰国证房地产行业指数分级A,150117,固定收益,国泰基金,11.24亿,1.0110,1.0108,1.3198,0.02,0.10,0.43,1.34,2.68,1.11,5.49,11.29,18.50,房地产业,89.97%,租赁和商务服务业,1.84%,净值型,2018-03-16
华安沪深300指数分级A,150104,固定收益,华安基金,2.81亿,1.0102,1.0101,1.3391,0.01,0.09,0.39,1.22,2.44,1.01,5.01,10.26,16.92,制造业,37.09%,金融业,31.62%,净值型,2018-03-16
银河银泰理财,150103,混合型,银河基金,13.70亿,1.1471,1.1577,4.2877,-0.91,0.88,2.13,1.30,6.55,-1.19,13.01,20.25,14.03,制造业,48.41%,金融业,15.40%,净值型,2018-03-16
东吴转债B,150165,分级杠杆,东吴基金,0.36亿,1.0495,1.0490,0.0830,0.05,-0.29,-0.66,4.48,-33.45,7.04,-26.83,-48.99,-97.09,,,,,净值型,2018-03-16
鹏华资源分级B,150101,分级杠杆,鹏华基金,3.77亿,1.4712,1.5090,0.3720,-2.50,2.51,8.87,3.00,-16.45,-5.03,7.86,49.26,-5.03,采矿业,47.78%,制造业,42.90%,净值型,2018-03-16
鹏华资源分级A,150100,固定收益,鹏华基金,3.77亿,1.0091,1.0090,1.2920,0.01,0.10,0.30,1.09,2.17,0.90,4.50,9.20,15.25,采矿业,47.78%,制造业,42.90%,净值型,2018-03-16
富国创业板指数分级A,150152,固定收益,富国基金,51.49亿,1.0101,1.0100,1.2560,0.01,0.10,0.40,1.19,2.46,1.00,5.00,10.25,16.91,制造业,46.38%,信息传输、软件和信息技术服务业,25.89%,净值型,2018-03-16
泰信基本面400A,150094,固定收益,泰信基金,0.57亿,1.0101,1.0100,1.3260,0.01,0.10,0.40,1.19,2.46,1.00,5.00,10.25,16.93,制造业,53.89%,批发和零售业,7.10%,净值型,2018-03-16
泰信基本面400B,150095,分级杠杆,泰信基金,0.57亿,0.4340,0.4420,1.3390,-1.80,2.08,20.11,-1.34,-20.07,-3.49,-15.65,13.33,-43.07,制造业,53.89%,批发和零售业,7.10%,净值型,2018-03-16
诺德深证300指数分级A,150092,固定收益,诺德基金,0.09亿,1.0091,1.0090,1.3160,0.01,0.10,0.40,1.09,2.17,0.90,4.50,9.20,15.34,制造业,61.30%,信息传输、软件和信息技术服务业,8.61%,净值型,2018-03-16
诺德深证300指数分级B,150093,分级杠杆,诺德基金,0.09亿,1.0523,1.0730,2.4040,-1.93,2.39,11.89,0.56,-3.33,0.75,4.68,18.56,-50.60,制造业,61.30%,信息传输、软件和信息技术服务业,8.61%,净值型,2018-03-16
工银深证100指数分级A,150112,固定收益,工银瑞信基金,0.43亿,1.0349,1.0348,1.3142,0.01,0.09,0.38,1.18,2.43,0.97,4.93,10.10,16.71,制造业,60.82%,金融业,10.72%,净值型,2018-03-16
万家中创指数分级B,150091,分级杠杆,万家基金,0.18亿,0.8179,0.8393,2.0428,-2.55,4.39,18.91,-5.10,-21.70,-3.37,-16.76,-7.75,-76.43,制造业,52.79%,信息传输、软件和信息技术服务业,12.73%,净值型,2018-03-16
国泰国证医药卫生指数分级A,150130,固定收益,国泰基金,33.11亿,1.0110,1.0108,1.2811,0.02,0.10,0.43,1.34,2.68,1.11,5.49,11.29,18.53,制造业,78.71%,批发和零售业,9.03%,净值型,2018-03-16
银河沪深300成长进取,150122,分级杠杆,银河基金,0.16亿,1.5901,1.6140,1.6140,-1.48,0.19,4.26,3.86,10.17,2.54,28.30,51.41,19.73,金融业,39.47%,制造业,34.21%,净值型,2018-03-16
浙商稳健,150076,固定收益,浙商基金,1.06亿,1.0091,1.0090,1.3190,0.01,0.10,0.30,1.09,2.17,0.90,4.50,9.20,15.31,金融业,32.85%,制造业,31.88%,净值型,2018-03-16
浙商进取,150077,分级杠杆,浙商基金,1.06亿,1.7174,1.7410,1.7410,-1.35,0.40,4.25,2.71,11.18,1.04,38.50,63.47,15.99,金融业,32.85%,制造业,31.88%,净值型,2018-03-16
国泰互利分级债券B,150067,分级杠杆,国泰基金,2.42亿,1.1838,1.1830,1.8040,0.07,-0.17,1.89,3.05,-0.92,3.14,1.46,4.14,23.88,,,,,净值型,2018-03-16
诺安进取,150075,分级杠杆,诺安基金,0.21亿,1.0992,1.1200,1.9170,-1.86,3.13,13.25,-2.69,-14.50,-1.06,-10.04,1.82,-63.31,制造业,48.01%,信息传输、软件和信息技术服务业,9.83%,净值型,2018-03-16
国泰互利分级债券A,150066,固定收益,国泰基金,2.42亿,1.0061,1.0060,1.2400,0.01,0.10,0.20,0.80,1.49,0.60,3.00,6.09,9.72,,,,,净值型,2018-03-16
长盛同瑞200分级A,150064,固定收益,长盛基金,0.13亿,1.0101,1.0100,1.3770,0.01,0.10,0.40,1.19,2.46,1.00,5.00,10.25,17.05,制造业,48.89%,金融业,8.74%,净值型,2018-03-16
诺安稳健,150073,固定收益,诺安基金,0.21亿,1.0101,1.0100,1.3540,0.01,0.10,0.40,1.19,2.46,1.00,5.00,10.25,16.91,制造业,48.01%,信息传输、软件和信息技术服务业,9.83%,净值型,2018-03-16
工银深证100指数分级B,150113,分级杠杆,工银瑞信基金,0.43亿,1.8282,1.8658,1.8658,-2.01,2.05,7.61,5.00,10.28,2.96,28.68,55.64,19.30,制造业,60.82%,金融业,10.72%,净值型,2018-03-16
银华鑫瑞,150060,分级杠杆,银华基金,1.02亿,1.3330,1.3620,0.3310,-2.13,2.64,5.91,7.16,-11.84,-0.73,15.72,41.43,-8.84,采矿业,50.80%,制造业,44.05%,净值型,2018-03-16
长盛同瑞200分级B,150065,分级杠杆,长盛基金,0.13亿,1.0340,1.0470,1.9250,-1.24,1.45,11.03,-0.85,-5.68,-1.51,-0.10,14.05,-76.69,制造业,48.89%,金融业,8.74%,净值型,2018-03-16
工银中证500分级B,150056,分级杠杆,工银瑞信基金,2.03亿,1.4093,1.4195,1.4195,-0.72,1.08,10.77,-1.29,-9.25,-1.57,-8.63,6.19,-24.95,制造业,48.24%,信息传输、软件和信息技术服务业,6.66%,净值型,2018-03-16
长城久兆中小板积极,150058,分级杠杆,长城基金,0.24亿,1.1633,1.1780,2.1340,-1.25,2.26,12.19,4.25,-0.51,6.22,4.34,18.75,-38.50,制造业,63.31%,信息传输、软件和信息技术服务业,9.57%,净值型,2018-03-16
长城久兆中小板稳健,150057,固定收益,长城基金,0.24亿,1.0082,1.0080,1.3560,0.02,0.10,0.50,1.47,2.84,1.18,5.80,12.01,18.73,制造业,63.31%,信息传输、软件和信息技术服务业,9.57%,净值型,2018-03-16
工银中证500分级A,150055,固定收益,工银瑞信基金,2.03亿,1.0100,1.0099,1.3665,0.01,0.09,0.39,1.20,2.44,0.99,5.00,10.24,16.90,制造业,48.24%,信息传输、软件和信息技术服务业,6.66%,净值型,2018-03-16
南方消费收益,150049,固定收益,南方基金,8.26亿,1.0001,1.0000,1.3680,0.01,0.10,0.29,1.06,2.25,0.87,4.70,9.62,14.77,制造业,62.84%,金融业,9.95%,净值型,2018-03-16
信诚沪深300分级A,150051,固定收益,中信保诚基金,2.71亿,1.0061,1.0060,1.3350,0.01,0.10,0.30,1.08,2.16,0.88,4.48,9.18,15.24,制造业,38.08%,金融业,31.30%,净值型,2018-03-16
银华消费B,150048,分级杠杆,银华基金,2.13亿,1.3046,1.3140,1.3140,-0.71,-0.45,1.62,-2.74,8.33,-4.37,15.06,12.60,-21.51,制造业,38.74%,金融业,8.87%,净值型,2018-03-16
嘉实多利进取,150033,分级杠杆,嘉实基金,0.90亿,0.9636,0.9664,1.2599,-0.29,-0.26,3.42,2.59,2.47,3.01,4.18,8.00,7.82,制造业,7.70%,金融业,2.01%,净值型,2018-03-16
嘉实多利优先,150032,固定收益,嘉实基金,0.90亿,1.0485,1.0484,1.3494,0.01,0.10,0.38,1.20,2.42,0.98,5.09,10.37,16.04,制造业,7.70%,金融业,2.01%,净值型,2018-03-16
银华中证等权90鑫利,150031,分级杠杆,银华基金,2.09亿,1.2566,1.2800,0.5730,-1.83,1.03,6.31,0.63,-4.69,-0.62,13.07,37.93,-70.27,金融业,33.45%,制造业,29.74%,净值型,2018-03-16
银华中证等权90金利,150030,固定收益,银华基金,2.09亿,1.0101,1.0100,1.4210,0.01,0.10,0.40,1.19,2.47,1.00,5.00,10.25,16.91,金融业,33.45%,制造业,29.74%,净值型,2018-03-16
申万菱信深证成指分级收益,150022,固定收益,申万菱信基金,23.39亿,1.0092,1.0091,1.4098,0.01,0.08,0.36,1.10,2.20,0.91,4.50,9.37,15.34,制造业,58.26%,信息传输、软件和信息技术服务业,8.64%,净值型,2018-03-16
银华稳进,150018,固定收益,银华基金,32.52亿,1.0091,1.0090,1.4340,0.01,0.10,0.40,1.09,2.17,0.90,4.50,9.20,15.26,制造业,59.25%,金融业,10.55%,净值型,2018-03-16
万家中创指数分级A,150090,固定收益,万家基金,0.18亿,1.0102,1.0101,1.3295,0.01,0.09,0.39,1.22,2.44,1.01,5.00,10.24,17.03,制造业,52.79%,信息传输、软件和信息技术服务业,12.73%,净值型,2018-03-16
广发深证100B,150084,分级杠杆,广发基金,0.97亿,1.4576,1.4887,1.4887,-2.09,2.41,8.52,6.17,15.11,3.41,41.88,90.57,21.10,制造业,58.82%,金融业,10.59%,净值型,2018-03-16
